"","city","stateProvince","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"98","Miami Lakes","FL",54,50600,28.4623035572543,1.096312708782,0.0385180597409019,-80.3214,25.9125,"Annual estimated Salary in  Miami Lakes : $ 50600","Daily estimated Click per job in  Miami Lakes :  28.4623035572543 clicks","Daily estimated Local Click ratio per job in  Miami Lakes : $ 0.0385180597409019"
"99","Miramar","FL",91,50600,33.6270325566183,1.11784107502997,0.0332423348134525,-80.3357,25.9773,"Annual estimated Salary in  Miramar : $ 50600","Daily estimated Click per job in  Miramar :  33.6270325566183 clicks","Daily estimated Local Click ratio per job in  Miramar : $ 0.0332423348134525"
"100","Shelton","CT",71,50300,22.1918623517835,2.17294715423854,0.0979163947483615,-73.1383,41.306,"Annual estimated Salary in  Shelton : $ 50300","Daily estimated Click per job in  Shelton :  22.1918623517835 clicks","Daily estimated Local Click ratio per job in  Shelton : $ 0.0979163947483615"
"101","Woonsocket","RI",67,50200,21.5261598142374,2.10298884247148,0.0976945660823614,-71.4993,42.001,"Annual estimated Salary in  Woonsocket : $ 50200","Daily estimated Click per job in  Woonsocket :  21.5261598142374 clicks","Daily estimated Local Click ratio per job in  Woonsocket : $ 0.0976945660823614"
"102","Alexandria","VA",496,49800,21.0035951089441,3.38373190848336,0.161102510828846,-77.0861,38.8184,"Annual estimated Salary in  Alexandria : $ 49800","Daily estimated Click per job in  Alexandria :  21.0035951089441 clicks","Daily estimated Local Click ratio per job in  Alexandria : $ 0.161102510828846"
"103","Needham","MA",75,49600,21.9264178773945,1.35437736328761,0.0617692032898788,-71.241,42.2814,"Annual estimated Salary in  Needham : $ 49600","Daily estimated Click per job in  Needham :  21.9264178773945 clicks","Daily estimated Local Click ratio per job in  Needham : $ 0.0617692032898788"
"104","Loma Linda","CA",58,49550,26.8023797071548,2.01947227026591,0.0753467525022348,-117.2504,34.0448,"Annual estimated Salary in  Loma Linda : $ 49550","Daily estimated Click per job in  Loma Linda :  26.8023797071548 clicks","Daily estimated Local Click ratio per job in  Loma Linda : $ 0.0753467525022348"
"105","Minneapolis","MN",1536,49550,20.363610843837,6.68402371897071,0.328233718971978,-93.2679,44.9635,"Annual estimated Salary in  Minneapolis : $ 49550","Daily estimated Click per job in  Minneapolis :  20.363610843837 clicks","Daily estimated Local Click ratio per job in  Minneapolis : $ 0.328233718971978"
"106","Detroit","MI",895,49500,27.8544152879074,7.92034921657316,0.284348069586357,-83.1024,42.3834,"Annual estimated Salary in  Detroit : $ 49500","Daily estimated Click per job in  Detroit :  27.8544152879074 clicks","Daily estimated Local Click ratio per job in  Detroit : $ 0.284348069586357"
"107","Northbrook","IL",183,49400,19.1269498308707,1.43537371943522,0.0750445696845265,-87.8352,42.1292,"Annual estimated Salary in  Northbrook : $ 49400","Daily estimated Click per job in  Northbrook :  19.1269498308707 clicks","Daily estimated Local Click ratio per job in  Northbrook : $ 0.0750445696845265"
"108","Columbia","MD",328,49100,22.4419692746593,2.71307662206109,0.120892983537082,-76.859,39.2004,"Annual estimated Salary in  Columbia : $ 49100","Daily estimated Click per job in  Columbia :  22.4419692746593 clicks","Daily estimated Local Click ratio per job in  Columbia : $ 0.120892983537082"
"109","North Mankato","MN",85,49100,20.4798330503076,1.32201131374491,0.0645518598954135,-94.0377,44.181,"Annual estimated Salary in  North Mankato : $ 49100","Daily estimated Click per job in  North Mankato :  20.4798330503076 clicks","Daily estimated Local Click ratio per job in  North Mankato : $ 0.0645518598954135"
"110","Rolling Meadows","IL",75,49100,19.7744094287316,1.22497629975923,0.0619475541949375,-88.0252,42.0747,"Annual estimated Salary in  Rolling Meadows : $ 49100","Daily estimated Click per job in  Rolling Meadows :  19.7744094287316 clicks","Daily estimated Local Click ratio per job in  Rolling Meadows : $ 0.0619475541949375"
"111","Buffalo Grove","IL",78,49050,19.3609316796839,1.66652595716014,0.0860767438639784,-87.9615,42.1673,"Annual estimated Salary in  Buffalo Grove : $ 49050","Daily estimated Click per job in  Buffalo Grove :  19.3609316796839 clicks","Daily estimated Local Click ratio per job in  Buffalo Grove : $ 0.0860767438639784"
"112","Richland","WA",99,49000,25.3532592917403,4.6354505262761,0.182834501589555,-119.2939,46.2828,"Annual estimated Salary in  Richland : $ 49000","Daily estimated Click per job in  Richland :  25.3532592917403 clicks","Daily estimated Local Click ratio per job in  Richland : $ 0.182834501589555"
"113","Eureka","CA",56,48950,18.2067650274097,3.46250459653311,0.190176815668265,NA,NA,"Annual estimated Salary in  Eureka : $ 48950","Daily estimated Click per job in  Eureka :  18.2067650274097 clicks","Daily estimated Local Click ratio per job in  Eureka : $ 0.190176815668265"
"114","Pasadena","CA",285,48800,25.3577773123129,3.14303229051472,0.123947467942648,-118.1389,34.1598,"Annual estimated Salary in  Pasadena : $ 48800","Daily estimated Click per job in  Pasadena :  25.3577773123129 clicks","Daily estimated Local Click ratio per job in  Pasadena : $ 0.123947467942648"
"115","Charlotte","NC",2310,48750,31.201422529019,9.87773377635515,0.316579597201645,-80.8308,35.208,"Annual estimated Salary in  Charlotte : $ 48750","Daily estimated Click per job in  Charlotte :  31.201422529019 clicks","Daily estimated Local Click ratio per job in  Charlotte : $ 0.316579597201645"
"116","Stratford","CT",84,48750,18.8053191004082,1.77328354157228,0.0942969131288914,-73.1305,41.207,"Annual estimated Salary in  Stratford : $ 48750","Daily estimated Click per job in  Stratford :  18.8053191004082 clicks","Daily estimated Local Click ratio per job in  Stratford : $ 0.0942969131288914"
"117","Oakland","CA",562,48550,20.4034902873044,3.80667508972518,0.186569799388382,-122.2165,37.7903,"Annual estimated Salary in  Oakland : $ 48550","Daily estimated Click per job in  Oakland :  20.4034902873044 clicks","Daily estimated Local Click ratio per job in  Oakland : $ 0.186569799388382"
"118","Owings Mills","MD",106,48550,22.6291594707073,2.65204269952382,0.117195811137254,-76.7913,39.4115,"Annual estimated Salary in  Owings Mills : $ 48550","Daily estimated Click per job in  Owings Mills :  22.6291594707073 clicks","Daily estimated Local Click ratio per job in  Owings Mills : $ 0.117195811137254"
"119","Lake Forest","IL",87,48400,21.3222436888455,1.30915298820849,0.0613984629062913,-87.8596,42.238,"Annual estimated Salary in  Lake Forest : $ 48400","Daily estimated Click per job in  Lake Forest :  21.3222436888455 clicks","Daily estimated Local Click ratio per job in  Lake Forest : $ 0.0613984629062913"
"120","Los Angeles","CA",3307,48300,24.3758337578667,6.54595210039981,0.268542695418049,-118.4068,34.114,"Annual estimated Salary in  Los Angeles : $ 48300","Daily estimated Click per job in  Los Angeles :  24.3758337578667 clicks","Daily estimated Local Click ratio per job in  Los Angeles : $ 0.268542695418049"
"121","Raleigh","NC",1193,48300,27.3460277159826,5.97515954796284,0.218501919548286,-78.6441,35.8323,"Annual estimated Salary in  Raleigh : $ 48300","Daily estimated Click per job in  Raleigh :  27.3460277159826 clicks","Daily estimated Local Click ratio per job in  Raleigh : $ 0.218501919548286"
"122","San Diego","CA",2391,48300,22.6576143077363,6.52947316321714,0.288180082621836,-117.1225,32.8312,"Annual estimated Salary in  San Diego : $ 48300","Daily estimated Click per job in  San Diego :  22.6576143077363 clicks","Daily estimated Local Click ratio per job in  San Diego : $ 0.288180082621836"
"123","Irving","TX",732,48150,29.3927681543237,3.80961429791199,0.129610599379752,-96.9702,32.8584,"Annual estimated Salary in  Irving : $ 48150","Daily estimated Click per job in  Irving :  29.3927681543237 clicks","Daily estimated Local Click ratio per job in  Irving : $ 0.129610599379752"
"124","Baltimore","MD",1528,47800,24.7956725441885,6.48786117234215,0.261652962257027,-76.6144,39.3051,"Annual estimated Salary in  Baltimore : $ 47800","Daily estimated Click per job in  Baltimore :  24.7956725441885 clicks","Daily estimated Local Click ratio per job in  Baltimore : $ 0.261652962257027"
"125","Mount Laurel","NJ",146,47700,28.5407147241988,2.35179415057228,0.0824013754840647,NA,NA,"Annual estimated Salary in  Mount Laurel : $ 47700","Daily estimated Click per job in  Mount Laurel :  28.5407147241988 clicks","Daily estimated Local Click ratio per job in  Mount Laurel : $ 0.0824013754840647"
"126","Pontiac","MI",85,47600,20.1049660219803,2.05487379991815,0.102207275439889,-83.2878,42.6493,"Annual estimated Salary in  Pontiac : $ 47600","Daily estimated Click per job in  Pontiac :  20.1049660219803 clicks","Daily estimated Local Click ratio per job in  Pontiac : $ 0.102207275439889"
"127","Farmington","CT",69,47500,25.6566053271864,1.76781154589369,0.0689027844233342,NA,NA,"Annual estimated Salary in  Farmington : $ 47500","Daily estimated Click per job in  Farmington :  25.6566053271864 clicks","Daily estimated Local Click ratio per job in  Farmington : $ 0.0689027844233342"
"128","Lanham","MD",53,47400,22.1782149001519,2.03819160130415,0.0919006155581162,-76.8421,38.9621,"Annual estimated Salary in  Lanham : $ 47400","Daily estimated Click per job in  Lanham :  22.1782149001519 clicks","Daily estimated Local Click ratio per job in  Lanham : $ 0.0919006155581162"
"129","Bridgeport","CT",101,47200,25.5392571736278,5.17900561197488,0.202786070744563,-73.1958,41.1909,"Annual estimated Salary in  Bridgeport : $ 47200","Daily estimated Click per job in  Bridgeport :  25.5392571736278 clicks","Daily estimated Local Click ratio per job in  Bridgeport : $ 0.202786070744563"
"130","Long Island City","NY",106,47200,35.8366506180136,1.35445636416151,0.0377952833427096,NA,NA,"Annual estimated Salary in  Long Island City : $ 47200","Daily estimated Click per job in  Long Island City :  35.8366506180136 clicks","Daily estimated Local Click ratio per job in  Long Island City : $ 0.0377952833427096"
"131","Hershey","PA",115,47000,17.9197781051002,1.38439706602382,0.0772552571747412,-76.6458,40.2806,"Annual estimated Salary in  Hershey : $ 47000","Daily estimated Click per job in  Hershey :  17.9197781051002 clicks","Daily estimated Local Click ratio per job in  Hershey : $ 0.0772552571747412"
"132","Maitland","FL",71,47000,26.4527552868492,1.30357431142363,0.0492793396108605,-81.3716,28.6293,"Annual estimated Salary in  Maitland : $ 47000","Daily estimated Click per job in  Maitland :  26.4527552868492 clicks","Daily estimated Local Click ratio per job in  Maitland : $ 0.0492793396108605"
"133","Newark","DE",239,47000,23.8101433630773,3.67846173924736,0.154491372989867,-75.7573,39.6777,"Annual estimated Salary in  Newark : $ 47000","Daily estimated Click per job in  Newark :  23.8101433630773 clicks","Daily estimated Local Click ratio per job in  Newark : $ 0.154491372989867"
"134","Bentonville","AR",137,46900,21.292988697841,3.79566417433611,0.178258873293863,-94.2286,36.3579,"Annual estimated Salary in  Bentonville : $ 46900","Daily estimated Click per job in  Bentonville :  21.292988697841 clicks","Daily estimated Local Click ratio per job in  Bentonville : $ 0.178258873293863"
"135","Santa Monica","CA",311,46800,20.7383612741051,1.84927684333762,0.089171792259532,-118.4813,34.0232,"Annual estimated Salary in  Santa Monica : $ 46800","Daily estimated Click per job in  Santa Monica :  20.7383612741051 clicks","Daily estimated Local Click ratio per job in  Santa Monica : $ 0.089171792259532"
"136","New Brunswick","NJ",133,46600,25.0886563372542,1.569778749453,0.0625692635090238,-74.445,40.487,"Annual estimated Salary in  New Brunswick : $ 46600","Daily estimated Click per job in  New Brunswick :  25.0886563372542 clicks","Daily estimated Local Click ratio per job in  New Brunswick : $ 0.0625692635090238"
"137","Peachtree City","GA",70,46600,26.9507944859115,2.30220973399902,0.0854227037797529,-84.5711,33.3943,"Annual estimated Salary in  Peachtree City : $ 46600","Daily estimated Click per job in  Peachtree City :  26.9507944859115 clicks","Daily estimated Local Click ratio per job in  Peachtree City : $ 0.0854227037797529"
"138","Newark","NJ",371,46400,34.0808441115649,5.83270940274795,0.171143337402512,-74.1724,40.7242,"Annual estimated Salary in  Newark : $ 46400","Daily estimated Click per job in  Newark :  34.0808441115649 clicks","Daily estimated Local Click ratio per job in  Newark : $ 0.171143337402512"
"139","Albany","NY",494,46300,22.1815732319769,4.41130365731771,0.198872442959022,-73.7987,42.6664,"Annual estimated Salary in  Albany : $ 46300","Daily estimated Click per job in  Albany :  22.1815732319769 clicks","Daily estimated Local Click ratio per job in  Albany : $ 0.198872442959022"
"140","Bridgewater","NJ",152,46300,19.4155997563339,1.77997668007488,0.0916776562358932,NA,NA,"Annual estimated Salary in  Bridgewater : $ 46300","Daily estimated Click per job in  Bridgewater :  19.4155997563339 clicks","Daily estimated Local Click ratio per job in  Bridgewater : $ 0.0916776562358932"
"141","Framingham","MA",189,46200,19.8766050378129,2.20519543763905,0.110944270082538,-71.4367,42.3085,"Annual estimated Salary in  Framingham : $ 46200","Daily estimated Click per job in  Framingham :  19.8766050378129 clicks","Daily estimated Local Click ratio per job in  Framingham : $ 0.110944270082538"
"142","Greenville","NC",244,46200,26.2906725872791,7.05833311169426,0.268472899970976,-77.3764,35.5958,"Annual estimated Salary in  Greenville : $ 46200","Daily estimated Click per job in  Greenville :  26.2906725872791 clicks","Daily estimated Local Click ratio per job in  Greenville : $ 0.268472899970976"
"143","Quincy","MA",114,46200,20.2734354932958,2.183461949116,0.107700638593693,-71.0183,42.2516,"Annual estimated Salary in  Quincy : $ 46200","Daily estimated Click per job in  Quincy :  20.2734354932958 clicks","Daily estimated Local Click ratio per job in  Quincy : $ 0.107700638593693"
"144","Dallas","TX",3182,46100,26.5530626392652,6.15231587698199,0.231698917769443,-96.7659,32.7938,"Annual estimated Salary in  Dallas : $ 46100","Daily estimated Click per job in  Dallas :  26.5530626392652 clicks","Daily estimated Local Click ratio per job in  Dallas : $ 0.231698917769443"
"145","Horsham","PA",66,46100,25.5528443142647,1.31203661617202,0.0513460106450689,-75.1387,40.1825,"Annual estimated Salary in  Horsham : $ 46100","Daily estimated Click per job in  Horsham :  25.5528443142647 clicks","Daily estimated Local Click ratio per job in  Horsham : $ 0.0513460106450689"
"146","Moorestown","NJ",65,46100,17.3722909246012,1.13569881136503,0.0653741533741388,-74.9427,39.9671,"Annual estimated Salary in  Moorestown : $ 46100","Daily estimated Click per job in  Moorestown :  17.3722909246012 clicks","Daily estimated Local Click ratio per job in  Moorestown : $ 0.0653741533741388"
"147","Camden","NJ",86,46050,22.9195166471957,1.65070294868621,0.0720217173030209,-75.1072,39.9361,"Annual estimated Salary in  Camden : $ 46050","Daily estimated Click per job in  Camden :  22.9195166471957 clicks","Daily estimated Local Click ratio per job in  Camden : $ 0.0720217173030209"
