"","city","stateProvince","normTitleCategory","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"88","San Francisco","CA","finance",31,97700,15.8299158314274,3.52570138168307,0.222723949970943,-122.4429,37.7561,"Annual estimated Salary of  finance  in  San Francisco : $ 97700","Daily estimated Click per job of  finance  in  San Francisco :  15.8299158314274 clicks","Daily estimated Local Click ratio per job in  San Francisco : $ 0.222723949970943"
"89","Reston","VA","techsoftware",122,97400,15.6462309572887,1.10875053384676,0.0708637458358785,-77.346,38.9497,"Annual estimated Salary of  techsoftware  in  Reston : $ 97400","Daily estimated Click per job of  techsoftware  in  Reston :  15.6462309572887 clicks","Daily estimated Local Click ratio per job in  Reston : $ 0.0708637458358785"
"90","Atlanta","GA","techsoftware",308,97350,19.2519654488056,2.99234224231248,0.155430480605715,-84.4231,33.7627,"Annual estimated Salary of  techsoftware  in  Atlanta : $ 97350","Daily estimated Click per job of  techsoftware  in  Atlanta :  19.2519654488056 clicks","Daily estimated Local Click ratio per job in  Atlanta : $ 0.155430480605715"
"91","Atlanta","GA","engcivil",46,97300,15.5475932832622,1.97829476613998,0.127241221846838,-84.4231,33.7627,"Annual estimated Salary of  engcivil  in  Atlanta : $ 97300","Daily estimated Click per job of  engcivil  in  Atlanta :  15.5475932832622 clicks","Daily estimated Local Click ratio per job in  Atlanta : $ 0.127241221846838"
"92","Bellevue","WA","techsoftware",77,97200,13.8490128261295,1.86125643728654,0.134396325619313,-122.155,47.5953,"Annual estimated Salary of  techsoftware  in  Bellevue : $ 97200","Daily estimated Click per job of  techsoftware  in  Bellevue :  13.8490128261295 clicks","Daily estimated Local Click ratio per job in  Bellevue : $ 0.134396325619313"
"93","Irvine","CA","techsoftware",99,97200,16.5278092457362,2.28105977351013,0.138013437812309,-117.7738,33.6772,"Annual estimated Salary of  techsoftware  in  Irvine : $ 97200","Daily estimated Click per job of  techsoftware  in  Irvine :  16.5278092457362 clicks","Daily estimated Local Click ratio per job in  Irvine : $ 0.138013437812309"
"94","Boston","MA","math",23,97100,21.9833638023942,3.37365036086917,0.15346379158324,-71.0838,42.3189,"Annual estimated Salary of  math  in  Boston : $ 97100","Daily estimated Click per job of  math  in  Boston :  21.9833638023942 clicks","Daily estimated Local Click ratio per job in  Boston : $ 0.15346379158324"
"95","Dallas","TX","techsoftware",164,97100,15.7738870595318,2.01052634549334,0.127459156890465,-96.7659,32.7938,"Annual estimated Salary of  techsoftware  in  Dallas : $ 97100","Daily estimated Click per job of  techsoftware  in  Dallas :  15.7738870595318 clicks","Daily estimated Local Click ratio per job in  Dallas : $ 0.127459156890465"
"96","Denver","CO","techsoftware",117,97000,15.4596102263815,3.58251429060626,0.231733804290407,-104.8759,39.7621,"Annual estimated Salary of  techsoftware  in  Denver : $ 97000","Daily estimated Click per job of  techsoftware  in  Denver :  15.4596102263815 clicks","Daily estimated Local Click ratio per job in  Denver : $ 0.231733804290407"
"97","Chantilly","VA","techsoftware",44,96900,16.7629515281975,1.27985784742215,0.0763503876551369,-77.4453,38.8868,"Annual estimated Salary of  techsoftware  in  Chantilly : $ 96900","Daily estimated Click per job of  techsoftware  in  Chantilly :  16.7629515281975 clicks","Daily estimated Local Click ratio per job in  Chantilly : $ 0.0763503876551369"
"98","Austin","TX","engid",21,96500,16.0343893573119,3.06283849543462,0.191016846802334,-97.7545,30.3038,"Annual estimated Salary of  engid  in  Austin : $ 96500","Daily estimated Click per job of  engid  in  Austin :  16.0343893573119 clicks","Daily estimated Local Click ratio per job in  Austin : $ 0.191016846802334"
"99","Pittsburgh","PA","techsoftware",90,96350,18.4764783316543,3.31066000012923,0.179182414565298,-79.9763,40.4396,"Annual estimated Salary of  techsoftware  in  Pittsburgh : $ 96350","Daily estimated Click per job of  techsoftware  in  Pittsburgh :  18.4764783316543 clicks","Daily estimated Local Click ratio per job in  Pittsburgh : $ 0.179182414565298"
"100","Chicago","IL","engcivil",61,96300,19.8680226285455,3.50333199726562,0.176330179543494,-87.6861,41.8373,"Annual estimated Salary of  engcivil  in  Chicago : $ 96300","Daily estimated Click per job of  engcivil  in  Chicago :  19.8680226285455 clicks","Daily estimated Local Click ratio per job in  Chicago : $ 0.176330179543494"
"101","Kansas City","MO","techsoftware",26,96250,24.6645907864153,3.36342738250981,0.136366640405091,-94.5541,39.1239,"Annual estimated Salary of  techsoftware  in  Kansas City : $ 96250","Daily estimated Click per job of  techsoftware  in  Kansas City :  24.6645907864153 clicks","Daily estimated Local Click ratio per job in  Kansas City : $ 0.136366640405091"
"102","Dayton","OH","techsoftware",55,96200,21.5547136751031,2.57417042243362,0.119424941626895,-84.1999,39.7798,"Annual estimated Salary of  techsoftware  in  Dayton : $ 96200","Daily estimated Click per job of  techsoftware  in  Dayton :  21.5547136751031 clicks","Daily estimated Local Click ratio per job in  Dayton : $ 0.119424941626895"
"103","Hartford","CT","techsoftware",22,96150,14.9796857968244,1.16639873704103,0.077865367328886,-72.6834,41.7661,"Annual estimated Salary of  techsoftware  in  Hartford : $ 96150","Daily estimated Click per job of  techsoftware  in  Hartford :  14.9796857968244 clicks","Daily estimated Local Click ratio per job in  Hartford : $ 0.077865367328886"
"104","Herndon","VA","techsoftware",80,96150,15.0729429148507,1.78546995144283,0.11845529844631,-77.3867,38.9699,"Annual estimated Salary of  techsoftware  in  Herndon : $ 96150","Daily estimated Click per job of  techsoftware  in  Herndon :  15.0729429148507 clicks","Daily estimated Local Click ratio per job in  Herndon : $ 0.11845529844631"
"105","Richmond","VA","techsoftware",73,96100,19.3701105881315,2.88589023515949,0.148986771243719,-77.4755,37.5294,"Annual estimated Salary of  techsoftware  in  Richmond : $ 96100","Daily estimated Click per job of  techsoftware  in  Richmond :  19.3701105881315 clicks","Daily estimated Local Click ratio per job in  Richmond : $ 0.148986771243719"
"106","Raleigh","NC","techsoftware",97,95700,19.9025236139073,2.69777022150538,0.135549153154641,-78.6441,35.8323,"Annual estimated Salary of  techsoftware  in  Raleigh : $ 95700","Daily estimated Click per job of  techsoftware  in  Raleigh :  19.9025236139073 clicks","Daily estimated Local Click ratio per job in  Raleigh : $ 0.135549153154641"
"107","Houston","TX","techsoftware",124,95500,20.6388351552402,5.73484029079878,0.277866471032049,-95.3936,29.7871,"Annual estimated Salary of  techsoftware  in  Houston : $ 95500","Daily estimated Click per job of  techsoftware  in  Houston :  20.6388351552402 clicks","Daily estimated Local Click ratio per job in  Houston : $ 0.277866471032049"
"108","Alexandria","VA","techsoftware",26,95450,12.6800222263844,1.31377981399163,0.10361021381003,-77.0861,38.8184,"Annual estimated Salary of  techsoftware  in  Alexandria : $ 95450","Daily estimated Click per job of  techsoftware  in  Alexandria :  12.6800222263844 clicks","Daily estimated Local Click ratio per job in  Alexandria : $ 0.10361021381003"
"109","Philadelphia","PA","techsoftware",134,95300,16.4774103800756,2.99719242148667,0.181897054959004,-75.134,40.0076,"Annual estimated Salary of  techsoftware  in  Philadelphia : $ 95300","Daily estimated Click per job of  techsoftware  in  Philadelphia :  16.4774103800756 clicks","Daily estimated Local Click ratio per job in  Philadelphia : $ 0.181897054959004"
"110","Wilmington","DE","techsoftware",40,95250,15.583692169763,1.52573671446318,0.0979059838863837,-75.5286,39.7349,"Annual estimated Salary of  techsoftware  in  Wilmington : $ 95250","Daily estimated Click per job of  techsoftware  in  Wilmington :  15.583692169763 clicks","Daily estimated Local Click ratio per job in  Wilmington : $ 0.0979059838863837"
"111","Atlanta","GA","project",80,94800,19.4345666314529,4.00028325682245,0.205833416956589,-84.4231,33.7627,"Annual estimated Salary of  project  in  Atlanta : $ 94800","Daily estimated Click per job of  project  in  Atlanta :  19.4345666314529 clicks","Daily estimated Local Click ratio per job in  Atlanta : $ 0.205833416956589"
"112","San Antonio","TX","techsoftware",55,94800,17.5744500412494,4.50858297332412,0.256541909575657,-98.5247,29.4722,"Annual estimated Salary of  techsoftware  in  San Antonio : $ 94800","Daily estimated Click per job of  techsoftware  in  San Antonio :  17.5744500412494 clicks","Daily estimated Local Click ratio per job in  San Antonio : $ 0.256541909575657"
"113","Miami","FL","techsoftware",59,94600,18.3251969986073,3.45607547857895,0.18859690724425,-80.2102,25.784,"Annual estimated Salary of  techsoftware  in  Miami : $ 94600","Daily estimated Click per job of  techsoftware  in  Miami :  18.3251969986073 clicks","Daily estimated Local Click ratio per job in  Miami : $ 0.18859690724425"
"114","Charlotte","NC","techsoftware",171,94400,18.6438508417635,3.25492910744697,0.174584592800737,-80.8308,35.208,"Annual estimated Salary of  techsoftware  in  Charlotte : $ 94400","Daily estimated Click per job of  techsoftware  in  Charlotte :  18.6438508417635 clicks","Daily estimated Local Click ratio per job in  Charlotte : $ 0.174584592800737"
"115","Columbus","OH","engcivil",25,94400,16.5091644125989,2.10184939045629,0.127314098880272,-82.9852,39.9859,"Annual estimated Salary of  engcivil  in  Columbus : $ 94400","Daily estimated Click per job of  engcivil  in  Columbus :  16.5091644125989 clicks","Daily estimated Local Click ratio per job in  Columbus : $ 0.127314098880272"
"116","Santa Clara","CA","techinfo",21,94400,11.748104672386,1.07131348334547,0.0911903250116255,-121.9679,37.3646,"Annual estimated Salary of  techinfo  in  Santa Clara : $ 94400","Daily estimated Click per job of  techinfo  in  Santa Clara :  11.748104672386 clicks","Daily estimated Local Click ratio per job in  Santa Clara : $ 0.0911903250116255"
"117","Beaverton","OR","techsoftware",28,94350,19.6660288040869,2.31594690911345,0.117763831843476,-122.8168,45.4779,"Annual estimated Salary of  techsoftware  in  Beaverton : $ 94350","Daily estimated Click per job of  techsoftware  in  Beaverton :  19.6660288040869 clicks","Daily estimated Local Click ratio per job in  Beaverton : $ 0.117763831843476"
"118","Dover","NH","techsoftware",23,94100,22.6679841897233,1.91501976284585,0.0844812554489974,-70.8845,43.1887,"Annual estimated Salary of  techsoftware  in  Dover : $ 94100","Daily estimated Click per job of  techsoftware  in  Dover :  22.6679841897233 clicks","Daily estimated Local Click ratio per job in  Dover : $ 0.0844812554489974"
"119","Fairfax","VA","techsoftware",23,93900,16.0577789008403,1.57504465450173,0.0980860842727951,-77.2998,38.8531,"Annual estimated Salary of  techsoftware  in  Fairfax : $ 93900","Daily estimated Click per job of  techsoftware  in  Fairfax :  16.0577789008403 clicks","Daily estimated Local Click ratio per job in  Fairfax : $ 0.0980860842727951"
"120","Salt Lake City","UT","techsoftware",42,93900,19.6093612646758,3.43528588999357,0.175186016700191,-111.9301,40.7774,"Annual estimated Salary of  techsoftware  in  Salt Lake City : $ 93900","Daily estimated Click per job of  techsoftware  in  Salt Lake City :  19.6093612646758 clicks","Daily estimated Local Click ratio per job in  Salt Lake City : $ 0.175186016700191"
"121","Huntsville","AL","techsoftware",42,93800,14.2094380747984,1.98389608146754,0.139618193979545,NA,NA,"Annual estimated Salary of  techsoftware  in  Huntsville : $ 93800","Daily estimated Click per job of  techsoftware  in  Huntsville :  14.2094380747984 clicks","Daily estimated Local Click ratio per job in  Huntsville : $ 0.139618193979545"
"122","Fort Meade","MD","techsoftware",30,93450,15.9094226104038,0.722205411368819,0.0453948222417914,NA,NA,"Annual estimated Salary of  techsoftware  in  Fort Meade : $ 93450","Daily estimated Click per job of  techsoftware  in  Fort Meade :  15.9094226104038 clicks","Daily estimated Local Click ratio per job in  Fort Meade : $ 0.0453948222417914"
"123","Fort Lauderdale","FL","techsoftware",27,93300,24.745981229192,2.86376187961155,0.115726341707286,-80.1464,26.1412,"Annual estimated Salary of  techsoftware  in  Fort Lauderdale : $ 93300","Daily estimated Click per job of  techsoftware  in  Fort Lauderdale :  24.745981229192 clicks","Daily estimated Local Click ratio per job in  Fort Lauderdale : $ 0.115726341707286"
"124","Ann Arbor","MI","techsoftware",23,93200,18.4099778528278,1.64349295720795,0.0892718595506353,-83.7312,42.2757,"Annual estimated Salary of  techsoftware  in  Ann Arbor : $ 93200","Daily estimated Click per job of  techsoftware  in  Ann Arbor :  18.4099778528278 clicks","Daily estimated Local Click ratio per job in  Ann Arbor : $ 0.0892718595506353"
"125","Madison","WI","techsoftware",32,93050,18.5586951506419,4.47843127097358,0.241311753580838,-89.3921,43.0809,"Annual estimated Salary of  techsoftware  in  Madison : $ 93050","Daily estimated Click per job of  techsoftware  in  Madison :  18.5586951506419 clicks","Daily estimated Local Click ratio per job in  Madison : $ 0.241311753580838"
"126","Englewood","CO","techsoftware",22,93000,12.8146179677615,1.45186984661041,0.113297942261171,-104.9942,39.6469,"Annual estimated Salary of  techsoftware  in  Englewood : $ 93000","Daily estimated Click per job of  techsoftware  in  Englewood :  12.8146179677615 clicks","Daily estimated Local Click ratio per job in  Englewood : $ 0.113297942261171"
"127","Cary","NC","techsoftware",24,92900,14.0688701766815,2.64634653359074,0.18809943516125,-78.8162,35.7815,"Annual estimated Salary of  techsoftware  in  Cary : $ 92900","Daily estimated Click per job of  techsoftware  in  Cary :  14.0688701766815 clicks","Daily estimated Local Click ratio per job in  Cary : $ 0.18809943516125"
"128","Richardson","TX","techsoftware",26,92850,18.7776601557336,1.8779997894384,0.100012449573754,-96.7092,32.9717,"Annual estimated Salary of  techsoftware  in  Richardson : $ 92850","Daily estimated Click per job of  techsoftware  in  Richardson :  18.7776601557336 clicks","Daily estimated Local Click ratio per job in  Richardson : $ 0.100012449573754"
"129","Plano","TX","techsoftware",106,92800,19.3048110756239,2.03439826292316,0.105382966709889,-96.7487,33.0502,"Annual estimated Salary of  techsoftware  in  Plano : $ 92800","Daily estimated Click per job of  techsoftware  in  Plano :  19.3048110756239 clicks","Daily estimated Local Click ratio per job in  Plano : $ 0.105382966709889"
"130","Rockville","MD","techsoftware",39,92800,18.0940815215518,1.55397732391399,0.0858831835184922,-77.1553,39.0834,"Annual estimated Salary of  techsoftware  in  Rockville : $ 92800","Daily estimated Click per job of  techsoftware  in  Rockville :  18.0940815215518 clicks","Daily estimated Local Click ratio per job in  Rockville : $ 0.0858831835184922"
